age,correction_end,correction_start,correction_time,cs_background,domain,education,explanation_answers,explanation_end,explanation_start,explanation_time,feedback_answers,gender,plan_corrected,plan_creation,planning_background,planning_end,planning_start,planning_time,problem,user_plan,user_plan_corrected,viz_type,attention1,attention2
24,1607577974,1607577469,504.2803581,no,TRUE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'I was missing key information for the delivery', 'q3_insights': 'Yes  The real location of the package', 'q5_insights': 'in package1 location3 ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607577464,1607577117,347.6574299,"{'q1': '1', 'q2': '5', 'q3': '3', 'q4': '3', 'q5': '4', 'q6': '4', 'q7': '2', 'q8': '4', 'q9': '1', 'q10': '5', 'q11': '4', 'q12': '4', 'q13': '3', 'attention_check': '1', 'q14': 'No'}",male,0,TRUE,no,1607577111,1607576910,201.4298205,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck1', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
22,1607652891,1607652399,492.5626199,no,FALSE,gradschool,"{'q1_insights': 'wrong_info', 'q2_insights': 'My plan was correct but i was given wrong information', 'q3_insights': 'hub destination location  was substituted with hub source location ', 'q5_insights': 'Make the same moves in correct code form', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['unload-airplane'], 'q8_insights': ['truck-2']}",1607652385,1607652029,355.7407317,"{'q1': '1', 'q2': '3', 'q3': '3', 'q4': '3', 'q5': '4', 'q6': '5', 'q7': '2', 'q8': '5', 'q9': '2', 'q10': '5', 'q11': '5', 'q12': '4', 'q13': '1', 'attention_check': '1', 'q14': ''}",male,0,TRUE,yes,1607652005,1607651431,574.0054133,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]",viz,I am attentive,1
22,1607651442,1607650973,468.8961,no,FALSE,college,"{'q1_insights': 'no_errors', 'q2_insights': 'I don t understand clearly why my plan was wrong because it appears it was  requiered and present  therefore it was correct  I think  Maybe it appears wrong because I chose to move by airplane from one location to another rather than from one hub to another  But the goal was achieve at the end  ', 'q3_insights': 'I believe Rob didn t specifically pointed out that the move of airplanes should be done specifically with hub rather than with location ', 'q5_insights': 'I should have programed the airplane trip using hub rather than location ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['move-airplane'], 'q8_insights': []}",1607650951,1607650529,422.2041059,"{'q1': '3', 'q2': '5', 'q3': '5', 'q4': '4', 'q5': '5', 'q6': '3', 'q7': '2', 'q8': '4', 'q9': '3', 'q10': '4', 'q11': '2', 'q12': '2', 'q13': '4', 'attention_check': '1', 'q14': 'It was okay  I would recommend utilizing a more friendly visualization for the plan '}",female,0,TRUE,no,1607650459,1607650227,232.4365249,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1']]",viz,I am attentive,1
26,1607497615,1607497148,467.3783693,no,TRUE,gradschool,"{'q1_insights': 'wrong_info', 'q2_insights': 'Because the information provided was wrong  And the package went to wrong location ', 'q3_insights': 'Yes   Information about final location of package', 'q5_insights': 'To deliver the package to location three we have to use plane as its in another city  ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['unload-airplane'], 'q8_insights': ['goal-state']}",1607497104,1607496556,548.0812721,"{'q1': '2', 'q2': '5', 'q3': '4', 'q4': '5', 'q5': '5', 'q6': '5', 'q7': '3', 'q8': '5', 'q9': '2', 'q10': '5', 'q11': '5', 'q12': '5', 'q13': '4', 'attention_check': '1', 'q14': ''}",male,1,TRUE,no,1607496504,1607495669,834.317565,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
23,1607579189,1607578726,463.3759389,yes,TRUE,gradschool,"{'q1_insights': 'wrong_info', 'q2_insights': 'the location given was wrong  my plan was correct but due to the wrong information it couldn t get it right', 'q3_insights': 'i think the location in the initial state was wrong', 'q5_insights': 'to change the location', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['load-truck', 'unload-truck'], 'q8_insights': ['loc-1', 'loc-2', 'package-loc', 'goal-state']}",1607578714,1607578479,235.4681373,"{'q1': '2', 'q2': '2', 'q3': '2', 'q4': '3', 'q5': '4', 'q6': '2', 'q7': '4', 'q8': '1', 'q9': '2', 'q10': '4', 'q11': '3', 'q12': '4', 'q13': '4', 'attention_check': '1', 'q14': 'improve the test visualization'}",male,1,TRUE,no,1607578409,1607577843,566.0285177,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
24,1607580731,1607580272,458.3637245,no,TRUE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'The plan was invalid because the information that was given was that package 1 was currently in location 1  in city 1   however  package 1 was actually in location 3  in city 2  so to be able to transport the package to the correct location  a plane was also necessary  not only using a truck  to be able to reach location 2 in city 1 ', 'q3_insights': 'Yes  the location of package 1 ', 'q5_insights': 'We need to include in the plan  the use of an airplane to be able to reach location 1 in city 1  from city 2  so package 1 can be successfully delivered to location 2 ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['package-loc']}",1607580246,1607579181,1065.250707,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '3', 'q5': '5', 'q6': '4', 'q7': '2', 'q8': '4', 'q9': '3', 'q10': '4', 'q11': '5', 'q12': '5', 'q13': '5', 'attention_check': '1', 'q14': 'Being able to see again the table with the possible actions for each tool  I think would be really helpful '}",female,1,TRUE,no,1607579073,1607578955,118.1031177,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
22,1607497463,1607497011,452.4853313,yes,TRUE,gradschool,"{'q1_insights': 'wrong_info', 'q2_insights': 'I was asked to move the package to location 2 and now the told me that i had to move it to location 3', 'q3_insights': 'yes  the package destination', 'q5_insights': 'get the package to location 3', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': ['loc-3']}",1607496979,1607496565,414.3911836,"{'q1': '4', 'q2': '5', 'q3': '3', 'q4': '4', 'q5': '5', 'q6': '5', 'q7': '2', 'q8': '4', 'q9': '2', 'q10': '4', 'q11': '4', 'q12': '3', 'q13': '4', 'attention_check': '1', 'q14': ''}",male,1,TRUE,yes,1607496526,1607496386,139.839978,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",text,I am attentive,1
23,1607496433,1607496020,413.0767446,yes,TRUE,college,"{'q1_insights': 'wrong_info', 'q2_insights': 'Looks like the package wasnt in location1', 'q3_insights': 'No', 'q5_insights': 'change package1 to location3', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': ['load-truck'], 'q8_insights': ['package-loc']}",1607496011,1607495830,180.2309027,"{'q1': '2', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '4', 'q6': '4', 'q7': '3', 'q8': '3', 'q9': '1', 'q10': '4', 'q11': '1', 'q12': '5', 'q13': '5', 'attention_check': '1', 'q14': 'no'}",male,0,TRUE,yes,1607495808,1607495586,221.6263616,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck1', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location1']]",text,I am attentive,1
27,1607579392,1607578984,407.5153985,yes,TRUE,other,"{'q1_insights': 'wrong_info', 'q2_insights': 'My plan assumed package1 was located in location1  Given that package1 was actually in location3  the truck2 could not load the package1 in location1 nor deliver it to location2 ', 'q3_insights': 'The package1 s initial location ', 'q5_insights': 'Load package1 to airplane1 in location3  move airplane1 to city1  location1  and unload package1 from airlplane1 in location1 ', 'q_attention_insights': 'I am attentive ', 'q6_insights': {'Action_error': False, 'Problem_error': True}, 'q7_insights': [], 'q8_insights': []}",1607578602,1607577938,663.8396688,"{'q1': '2', 'q2': '4', 'q3': '5', 'q4': '3', 'q5': '5', 'q6': '5', 'q7': '1', 'q8': '3', 'q9': '2', 'q10': '4', 'q11': '5', 'q12': '3', 'q13': '3', 'attention_check': '1', 'q14': ''}",male,1,TRUE,no,1607577896,1607577701,194.4024305,FALSE,"[['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive ,1
22,1607653029,1607652625,403.8013043,no,FALSE,college,"{'q1_insights': 'missing_info', 'q2_insights': 'Aparently i needed to specify the precondition of the location 3 and 2', 'q3_insights': 'The information that was omitted was that i had to specifythe hub of source and destination ', 'q5_insights': 'move airplane package1  is hub source location3   is hub destination location2 ', 'q_attention_insights': 'I am attentive', 'q6_insights': {'Action_error': True, 'Problem_error': False}, 'q7_insights': ['move-airplane'], 'q8_insights': []}",1607652574,1607652070,504.0925519,"{'q1': '5', 'q2': '5', 'q3': '5', 'q4': '5', 'q5': '5', 'q6': '3', 'q7': '2', 'q8': '4', 'q9': '2', 'q10': '4', 'q11': '4', 'q12': '4', 'q13': '4', 'attention_check': '1', 'q14': ''}",female,1,TRUE,no,1607652011,1607651795,215.7560818,TRUE,"[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location2'], ['unload-airplane', 'package1', 'airplane1', 'location2']]","[['load-airplane', 'package1', 'airplane1', 'location3'], ['move-airplane', 'airplane1', 'location3', 'location1'], ['unload-airplane', 'package1', 'airplane1', 'location1'], ['load-truck', 'package1', 'truck2', 'location1'], ['move-truck', 'truck2', 'location1', 'location2', 'city1'], ['unload-truck', 'package1', 'truck2', 'location2']]",viz,I am attentive,1
